Award ID,TenderKey,Tender Ref No,Tender Title,Issuing Authority,Technology,Tender Capacity MW,State,Winning Bidder,Winner SPV,Awarded Capacity MW,Tariff,Tariff Unit,Award Date,Expected COD,Confidence,Award Source,Award URL,Tender Source URL
T-95125eeeb3d5-01,T-95125eeeb3d5,,"SECI Awards 1.2 GW/4.8 GWh FDRE-VII Peak Power Tender To Serentica Renewables, Adyant Enerso, AMPIN Energy, And ACME Solar - solarquarter.com",SECI,Solar,1200.0,,Serentica,,,,,2026-02-06,2028-02-06,Press report - verify,news sweep,https://news.google.com/rss/articles/CBMi4gFBVV95cUxNVDNZY3dONm1qaW95LUJQM3Z2NlY2bVVfc3lKZ19DVHZfRDhXcVZ1V1BBdnBWc0V3dWkwUW10YWFOa1ktWE5EOXowSEVqWDlKaFBVSkR3eEpHWi14S0h1dWtrcjhqWThFSXVpcktzSTNIclNucjN3VGpnM05XVzJEZThGX2xTbkFHZTQ5bW9wU0w0akJGVDVFYlhiUVVzd0doaG9UVG1fOUllZDNJNW1OY1JLejk5ZEJKVC1MM3JIeUl1QTR6cjkyQTlua3hkekpfdVo3TlVCUDFDMklnczB5VjhB?oc=5,https://news.google.com/rss/articles/CBMi4gFBVV95cUxNVDNZY3dONm1qaW95LUJQM3Z2NlY2bVVfc3lKZ19DVHZfRDhXcVZ1V1BBdnBWc0V3dWkwUW10YWFOa1ktWE5EOXowSEVqWDlKaFBVSkR3eEpHWi14S0h1dWtrcjhqWThFSXVpcktzSTNIclNucjN3VGpnM05XVzJEZThGX2xTbkFHZTQ5bW9wU0w0akJGVDVFYlhiUVVzd0doaG9UVG1fOUllZDNJNW1OY1JLejk5ZEJKVC1MM3JIeUl1QTR6cjkyQTlua3hkekpfdVo3TlVCUDFDMklnczB5VjhB?oc=5
T-95125eeeb3d5-02,T-95125eeeb3d5,,"SECI Awards 1.2 GW/4.8 GWh FDRE-VII Peak Power Tender To Serentica Renewables, Adyant Enerso, AMPIN Energy, And ACME Solar - solarquarter.com",SECI,Solar,1200.0,,Renew,,,,,2026-02-06,2028-02-06,Press report - verify,news sweep,https://news.google.com/rss/articles/CBMi4gFBVV95cUxNVDNZY3dONm1qaW95LUJQM3Z2NlY2bVVfc3lKZ19DVHZfRDhXcVZ1V1BBdnBWc0V3dWkwUW10YWFOa1ktWE5EOXowSEVqWDlKaFBVSkR3eEpHWi14S0h1dWtrcjhqWThFSXVpcktzSTNIclNucjN3VGpnM05XVzJEZThGX2xTbkFHZTQ5bW9wU0w0akJGVDVFYlhiUVVzd0doaG9UVG1fOUllZDNJNW1OY1JLejk5ZEJKVC1MM3JIeUl1QTR6cjkyQTlua3hkekpfdVo3TlVCUDFDMklnczB5VjhB?oc=5,https://news.google.com/rss/articles/CBMi4gFBVV95cUxNVDNZY3dONm1qaW95LUJQM3Z2NlY2bVVfc3lKZ19DVHZfRDhXcVZ1V1BBdnBWc0V3dWkwUW10YWFOa1ktWE5EOXowSEVqWDlKaFBVSkR3eEpHWi14S0h1dWtrcjhqWThFSXVpcktzSTNIclNucjN3VGpnM05XVzJEZThGX2xTbkFHZTQ5bW9wU0w0akJGVDVFYlhiUVVzd0doaG9UVG1fOUllZDNJNW1OY1JLejk5ZEJKVC1MM3JIeUl1QTR6cjkyQTlua3hkekpfdVo3TlVCUDFDMklnczB5VjhB?oc=5
T-95125eeeb3d5-03,T-95125eeeb3d5,,"SECI Awards 1.2 GW/4.8 GWh FDRE-VII Peak Power Tender To Serentica Renewables, Adyant Enerso, AMPIN Energy, And ACME Solar - solarquarter.com",SECI,Solar,1200.0,,AMPIN Energy,,,,,2026-02-06,2028-02-06,Press report - verify,news sweep,https://news.google.com/rss/articles/CBMi4gFBVV95cUxNVDNZY3dONm1qaW95LUJQM3Z2NlY2bVVfc3lKZ19DVHZfRDhXcVZ1V1BBdnBWc0V3dWkwUW10YWFOa1ktWE5EOXowSEVqWDlKaFBVSkR3eEpHWi14S0h1dWtrcjhqWThFSXVpcktzSTNIclNucjN3VGpnM05XVzJEZThGX2xTbkFHZTQ5bW9wU0w0akJGVDVFYlhiUVVzd0doaG9UVG1fOUllZDNJNW1OY1JLejk5ZEJKVC1MM3JIeUl1QTR6cjkyQTlua3hkekpfdVo3TlVCUDFDMklnczB5VjhB?oc=5,https://news.google.com/rss/articles/CBMi4gFBVV95cUxNVDNZY3dONm1qaW95LUJQM3Z2NlY2bVVfc3lKZ19DVHZfRDhXcVZ1V1BBdnBWc0V3dWkwUW10YWFOa1ktWE5EOXowSEVqWDlKaFBVSkR3eEpHWi14S0h1dWtrcjhqWThFSXVpcktzSTNIclNucjN3VGpnM05XVzJEZThGX2xTbkFHZTQ5bW9wU0w0akJGVDVFYlhiUVVzd0doaG9UVG1fOUllZDNJNW1OY1JLejk5ZEJKVC1MM3JIeUl1QTR6cjkyQTlua3hkekpfdVo3TlVCUDFDMklnczB5VjhB?oc=5
T-95125eeeb3d5-04,T-95125eeeb3d5,,"SECI Awards 1.2 GW/4.8 GWh FDRE-VII Peak Power Tender To Serentica Renewables, Adyant Enerso, AMPIN Energy, And ACME Solar - solarquarter.com",SECI,Solar,1200.0,,ACME Solar,,,,,2026-02-06,2028-02-06,Press report - verify,news sweep,https://news.google.com/rss/articles/CBMi4gFBVV95cUxNVDNZY3dONm1qaW95LUJQM3Z2NlY2bVVfc3lKZ19DVHZfRDhXcVZ1V1BBdnBWc0V3dWkwUW10YWFOa1ktWE5EOXowSEVqWDlKaFBVSkR3eEpHWi14S0h1dWtrcjhqWThFSXVpcktzSTNIclNucjN3VGpnM05XVzJEZThGX2xTbkFHZTQ5bW9wU0w0akJGVDVFYlhiUVVzd0doaG9UVG1fOUllZDNJNW1OY1JLejk5ZEJKVC1MM3JIeUl1QTR6cjkyQTlua3hkekpfdVo3TlVCUDFDMklnczB5VjhB?oc=5,https://news.google.com/rss/articles/CBMi4gFBVV95cUxNVDNZY3dONm1qaW95LUJQM3Z2NlY2bVVfc3lKZ19DVHZfRDhXcVZ1V1BBdnBWc0V3dWkwUW10YWFOa1ktWE5EOXowSEVqWDlKaFBVSkR3eEpHWi14S0h1dWtrcjhqWThFSXVpcktzSTNIclNucjN3VGpnM05XVzJEZThGX2xTbkFHZTQ5bW9wU0w0akJGVDVFYlhiUVVzd0doaG9UVG1fOUllZDNJNW1OY1JLejk5ZEJKVC1MM3JIeUl1QTR6cjkyQTlua3hkekpfdVo3TlVCUDFDMklnczB5VjhB?oc=5
T-767ac40a755a-01,T-767ac40a755a,,"Adyant, Serentica, AMPIN & ACME Bag SECI's Peak Supply FDRE Tender - Saur Energy",SECI,Round-the-Clock / CfD / Trading,,,Serentica,,,,,2026-02-06,2028-02-06,Press report - verify,news sweep,https://news.google.com/rss/articles/CBMitgFBVV95cUxPYWlWWEJBREUzSExUQVNueU1zMklLRmNDQ1lpNFU4QlJNWEhmNDlvX2Mxb1VlYm84TmhFS0FicWVGYUlGb2VESkZOb2hYYUs3VUdnWEJpdDVhenFyVzJXa1BqTTNySV85UTNoWmQzbzRSblNMVXJuTFlvWTZzVW81NVRNRXNSTmI4czNCWjQ0NG9ockRPUVJWbWRoMl8yWmR0ZGs4QUNYNHZfbnFYN2hRZlE4QnNLQQ?oc=5,https://news.google.com/rss/articles/CBMitgFBVV95cUxPYWlWWEJBREUzSExUQVNueU1zMklLRmNDQ1lpNFU4QlJNWEhmNDlvX2Mxb1VlYm84TmhFS0FicWVGYUlGb2VESkZOb2hYYUs3VUdnWEJpdDVhenFyVzJXa1BqTTNySV85UTNoWmQzbzRSblNMVXJuTFlvWTZzVW81NVRNRXNSTmI4czNCWjQ0NG9ockRPUVJWbWRoMl8yWmR0ZGs4QUNYNHZfbnFYN2hRZlE4QnNLQQ?oc=5
T-10c5313b39fd-01,T-10c5313b39fd,,SECI concludes 1.2 GW/4.8 GWh renewables-plus-storage tender at $0.07/kWh - ess-news.com,SECI,Unclassified,1200.0,,renew,,1200.0,,,2026-02-06,2028-02-06,Press report - verify,news sweep,https://news.google.com/rss/articles/CBMirgFBVV95cUxQOUgwSkFPWl9UX0VLTU85S2FUSEJMd2Q5SkZzU3dNdUM0MEFjSEdrenFWQUpoWTM2bE42TGxfQm95cDd6dE5VVDNEWTVobTBvSDM0LU1jbUo4Ym9NNUx6WDlmWGxwYTRqRjdveF9SazVFNXNtRGZFRWk0NmZraENwSktDNEZVd3ZRYnJjOWF6d1pkQWZLNHdERTdxZ01sQWVSZlloUDJtTGFEaDI4TWc?oc=5,https://news.google.com/rss/articles/CBMirgFBVV95cUxQOUgwSkFPWl9UX0VLTU85S2FUSEJMd2Q5SkZzU3dNdUM0MEFjSEdrenFWQUpoWTM2bE42TGxfQm95cDd6dE5VVDNEWTVobTBvSDM0LU1jbUo4Ym9NNUx6WDlmWGxwYTRqRjdveF9SazVFNXNtRGZFRWk0NmZraENwSktDNEZVd3ZRYnJjOWF6d1pkQWZLNHdERTdxZ01sQWVSZlloUDJtTGFEaDI4TWc?oc=5
T-8a50373c8d89-01,T-8a50373c8d89,,"KP Group, UPC Renewables, Datta Infra, Resolven Win SJVN’s 600 MW Wind Auction - Energetica India Magazine",SJVN,Wind,600.0,,Renew,,,,,2026-03-02,2028-03-02,Press report - verify,news sweep,https://news.google.com/rss/articles/CBMisgFBVV95cUxOMGI3eS1uaklneERJQnc5bjJ2QlZsUXdlbW5aVlFnOHF0WTRCSUV0ZGJEc1g4QURZX2FMb2NMVmhhZG9iS0hzSGZ0UXNxb0pnOTVWS1g1bVBtRWJKU1NXRmRPUmxfaUZsR3dpX19lYk9wRW92WXBwSGU1WHo5SXFNS1VUOEhESFdpRDhROFlKelpiWmdSZDZwUFdFeHppbldmUnpTWUFVLXZVblJXOWdjN2p3?oc=5,https://news.google.com/rss/articles/CBMisgFBVV95cUxOMGI3eS1uaklneERJQnc5bjJ2QlZsUXdlbW5aVlFnOHF0WTRCSUV0ZGJEc1g4QURZX2FMb2NMVmhhZG9iS0hzSGZ0UXNxb0pnOTVWS1g1bVBtRWJKU1NXRmRPUmxfaUZsR3dpX19lYk9wRW92WXBwSGU1WHo5SXFNS1VUOEhESFdpRDhROFlKelpiWmdSZDZwUFdFeHppbldmUnpTWUFVLXZVblJXOWdjN2p3?oc=5
T-8a50373c8d89-02,T-8a50373c8d89,,"KP Group, UPC Renewables, Datta Infra, Resolven Win SJVN’s 600 MW Wind Auction - Energetica India Magazine",SJVN,Wind,600.0,,Resolven,,,,,2026-03-02,2028-03-02,Press report - verify,news sweep,https://news.google.com/rss/articles/CBMisgFBVV95cUxOMGI3eS1uaklneERJQnc5bjJ2QlZsUXdlbW5aVlFnOHF0WTRCSUV0ZGJEc1g4QURZX2FMb2NMVmhhZG9iS0hzSGZ0UXNxb0pnOTVWS1g1bVBtRWJKU1NXRmRPUmxfaUZsR3dpX19lYk9wRW92WXBwSGU1WHo5SXFNS1VUOEhESFdpRDhROFlKelpiWmdSZDZwUFdFeHppbldmUnpTWUFVLXZVblJXOWdjN2p3?oc=5,https://news.google.com/rss/articles/CBMisgFBVV95cUxOMGI3eS1uaklneERJQnc5bjJ2QlZsUXdlbW5aVlFnOHF0WTRCSUV0ZGJEc1g4QURZX2FMb2NMVmhhZG9iS0hzSGZ0UXNxb0pnOTVWS1g1bVBtRWJKU1NXRmRPUmxfaUZsR3dpX19lYk9wRW92WXBwSGU1WHo5SXFNS1VUOEhESFdpRDhROFlKelpiWmdSZDZwUFdFeHppbldmUnpTWUFVLXZVblJXOWdjN2p3?oc=5
T-58954615e819-01,T-58954615e819,,"Reliance, ACME, and Sembcorp secure major wins in SJVN’s 6 GWh tender for dispatchable renewable power - ESS News",SJVN,Unclassified,,,Sembcorp,,,,,2025-11-12,2027-11-12,Press report - verify,news sweep,https://news.google.com/rss/articles/CBMi0gFBVV95cUxPUjlrRGtJdUIyT3piX1M3Qm5vdkYySnAxYXlIeHpoUjY0eDFvTjZ0RXNvMWFvbm5xR0lzb3M3eDVzUy1VQnhNMTU5TjlYb3Vid2xhOUlTVGtNOFhiSDZleUdpSmxIQXh4U3o5MGFraTNjb3QwUGdLam9tdkN6bXhoRmVJSGlBaVdkc3lROU5CM3dzb2FzdTFBdHoxS1RUWmZhQmxKX3QwNEJtYmRlak1GUENZT25Ha2d3b0l5SkNfTTFRUUNTY1FOc3ZjY0t2OHFOdmc?oc=5,https://news.google.com/rss/articles/CBMi0gFBVV95cUxPUjlrRGtJdUIyT3piX1M3Qm5vdkYySnAxYXlIeHpoUjY0eDFvTjZ0RXNvMWFvbm5xR0lzb3M3eDVzUy1VQnhNMTU5TjlYb3Vid2xhOUlTVGtNOFhiSDZleUdpSmxIQXh4U3o5MGFraTNjb3QwUGdLam9tdkN6bXhoRmVJSGlBaVdkc3lROU5CM3dzb2FzdTFBdHoxS1RUWmZhQmxKX3QwNEJtYmRlak1GUENZT25Ha2d3b0l5SkNfTTFRUUNTY1FOc3ZjY0t2OHFOdmc?oc=5
T-58954615e819-02,T-58954615e819,,"Reliance, ACME, and Sembcorp secure major wins in SJVN’s 6 GWh tender for dispatchable renewable power - ESS News",SJVN,Unclassified,,,renew,,,,,2025-11-12,2027-11-12,Press report - verify,news sweep,https://news.google.com/rss/articles/CBMi0gFBVV95cUxPUjlrRGtJdUIyT3piX1M3Qm5vdkYySnAxYXlIeHpoUjY0eDFvTjZ0RXNvMWFvbm5xR0lzb3M3eDVzUy1VQnhNMTU5TjlYb3Vid2xhOUlTVGtNOFhiSDZleUdpSmxIQXh4U3o5MGFraTNjb3QwUGdLam9tdkN6bXhoRmVJSGlBaVdkc3lROU5CM3dzb2FzdTFBdHoxS1RUWmZhQmxKX3QwNEJtYmRlak1GUENZT25Ha2d3b0l5SkNfTTFRUUNTY1FOc3ZjY0t2OHFOdmc?oc=5,https://news.google.com/rss/articles/CBMi0gFBVV95cUxPUjlrRGtJdUIyT3piX1M3Qm5vdkYySnAxYXlIeHpoUjY0eDFvTjZ0RXNvMWFvbm5xR0lzb3M3eDVzUy1VQnhNMTU5TjlYb3Vid2xhOUlTVGtNOFhiSDZleUdpSmxIQXh4U3o5MGFraTNjb3QwUGdLam9tdkN6bXhoRmVJSGlBaVdkc3lROU5CM3dzb2FzdTFBdHoxS1RUWmZhQmxKX3QwNEJtYmRlak1GUENZT25Ha2d3b0l5SkNfTTFRUUNTY1FOc3ZjY0t2OHFOdmc?oc=5
T-09598eb67675-01,T-09598eb67675,,ACME Solar wins 450 MW peak power project under SJVN FDRE-IV - Manufacturing Today India,SJVN,Solar,450.0,,ACME Solar,,450.0,,,2025-11-11,2027-11-11,Press report - verify,news sweep,https://news.google.com/rss/articles/CBMigAFBVV95cUxNUkhNZWlKMVhuWWx2LTRkMThmaWliejVnTy0yaWoxSkEybEkwZHZmdGY0azdpVUxkNnhkRkFkY1Nnc2J0cm1jSTU4c2lmcGFlYXdHdlI2dndzRWF5TExSeWpmeEdoNnNKSk1qcmlhRGswLWpxNVo0dlkxelpXSWxPdA?oc=5,https://news.google.com/rss/articles/CBMigAFBVV95cUxNUkhNZWlKMVhuWWx2LTRkMThmaWliejVnTy0yaWoxSkEybEkwZHZmdGY0azdpVUxkNnhkRkFkY1Nnc2J0cm1jSTU4c2lmcGFlYXdHdlI2dndzRWF5TExSeWpmeEdoNnNKSk1qcmlhRGswLWpxNVo0dlkxelpXSWxPdA?oc=5
T-0253747219b9-01,T-0253747219b9,,ACME Solar Awarded 450 MW-1800 MWh SJVN FDRE-IV Project - Energetica India Magazine,SJVN,Solar,450.0,,ACME Solar,,450.0,,,2025-11-12,2027-11-12,Press report - verify,news sweep,https://news.google.com/rss/articles/CBMimAFBVV95cUxObXI0RjJJMmNfVTRFbzE5MzBzaHNqZ3hyd3BRQmJadE1BYmpOOW0yQ2pneHE5V3ZRZ2RUOGtWckViQ1BTM1ZZM211SXdfcmRZZDJ0QlJsWWdUbFEwZ0NkeGNlVjZuNTQzMTJMMnFWZlVHaHV0Y2NfOTI4WWFqbHFHSGhuSzB0bmZjbERmdjdlTVN1RjNjempOMg?oc=5,https://news.google.com/rss/articles/CBMimAFBVV95cUxObXI0RjJJMmNfVTRFbzE5MzBzaHNqZ3hyd3BRQmJadE1BYmpOOW0yQ2pneHE5V3ZRZ2RUOGtWckViQ1BTM1ZZM211SXdfcmRZZDJ0QlJsWWdUbFEwZ0NkeGNlVjZuNTQzMTJMMnFWZlVHaHV0Y2NfOTI4WWFqbHFHSGhuSzB0bmZjbERmdjdlTVN1RjNjempOMg?oc=5
T-a46787d19976-01,T-a46787d19976,,"Reliance, Sembcorp, BluPine, and ACME Win SJVN’s 1.5 GW FDRE Auction - Energetica India Magazine",SJVN,Unclassified,1500.0,,Sembcorp,,,,,2025-10-11,2027-10-11,Press report - verify,news sweep,https://news.google.com/rss/articles/CBMiowFBVV95cUxQanVOemVxR1ZQMGZXRm9aLUVqdEdpTWlOamxsRE5CZGZsZjdjdEhtOHFkbkc4eFJQT2ZHNzZOcTFJQW1VSFNyS3FZaU5YOHBuYnVGTktIck1rZ2M5Ri1WR3F4NkVkVlRDVlR1WnVlbTlpblU5S0xIMUtLT05CUC1wQ3dnMGRlNXFGdXA4bFBiVXp6cnEzLWRfb01CM29HcXVza0Vv?oc=5,https://news.google.com/rss/articles/CBMiowFBVV95cUxQanVOemVxR1ZQMGZXRm9aLUVqdEdpTWlOamxsRE5CZGZsZjdjdEhtOHFkbkc4eFJQT2ZHNzZOcTFJQW1VSFNyS3FZaU5YOHBuYnVGTktIck1rZ2M5Ri1WR3F4NkVkVlRDVlR1WnVlbTlpblU5S0xIMUtLT05CUC1wQ3dnMGRlNXFGdXA4bFBiVXp6cnEzLWRfb01CM29HcXVza0Vv?oc=5
T-a46787d19976-02,T-a46787d19976,,"Reliance, Sembcorp, BluPine, and ACME Win SJVN’s 1.5 GW FDRE Auction - Energetica India Magazine",SJVN,Unclassified,1500.0,,BluPine,,,,,2025-10-11,2027-10-11,Press report - verify,news sweep,https://news.google.com/rss/articles/CBMiowFBVV95cUxQanVOemVxR1ZQMGZXRm9aLUVqdEdpTWlOamxsRE5CZGZsZjdjdEhtOHFkbkc4eFJQT2ZHNzZOcTFJQW1VSFNyS3FZaU5YOHBuYnVGTktIck1rZ2M5Ri1WR3F4NkVkVlRDVlR1WnVlbTlpblU5S0xIMUtLT05CUC1wQ3dnMGRlNXFGdXA4bFBiVXp6cnEzLWRfb01CM29HcXVza0Vv?oc=5,https://news.google.com/rss/articles/CBMiowFBVV95cUxQanVOemVxR1ZQMGZXRm9aLUVqdEdpTWlOamxsRE5CZGZsZjdjdEhtOHFkbkc4eFJQT2ZHNzZOcTFJQW1VSFNyS3FZaU5YOHBuYnVGTktIck1rZ2M5Ri1WR3F4NkVkVlRDVlR1WnVlbTlpblU5S0xIMUtLT05CUC1wQ3dnMGRlNXFGdXA4bFBiVXp6cnEzLWRfb01CM29HcXVza0Vv?oc=5
T-01025727d20d-01,T-01025727d20d,,Sembcorp Wins 150 MW FDRE Project from SJVN - Energetica India Magazine,SJVN,Unclassified,150.0,,Sembcorp,,150.0,,,2025-11-11,2027-11-11,Press report - verify,news sweep,https://news.google.com/rss/articles/CBMiiAFBVV95cUxPcjNkMWdPTGgwRi05TnF3UmU4ZVQ2blZuRHFVWkRQUDVqTkJwWDExTHlBVzhvOExMa1FQX1V4NUJlZzdTUEc2dmFDZ2FHQmFIeTZaTkJBMkY0ZTFZOWRBT2tlTi1lalBIS05TNFZ4RTdCVDRQclpzOFpETlFhdW1uNzNtU1pNT3NH?oc=5,https://news.google.com/rss/articles/CBMiiAFBVV95cUxPcjNkMWdPTGgwRi05TnF3UmU4ZVQ2blZuRHFVWkRQUDVqTkJwWDExTHlBVzhvOExMa1FQX1V4NUJlZzdTUEc2dmFDZ2FHQmFIeTZaTkJBMkY0ZTFZOWRBT2tlTi1lalBIS05TNFZ4RTdCVDRQclpzOFpETlFhdW1uNzNtU1pNT3NH?oc=5
T-2d18ce3f4793-01,T-2d18ce3f4793,,Sembcorp secures 150 MW firm renewable project from SJVN - ET EnergyWorld,SJVN,Unclassified,150.0,,Sembcorp,,,,,2025-11-11,2027-11-11,Press report - verify,news sweep,https://news.google.com/rss/articles/CBMiwwFBVV95cUxOVGxhWWFJUU9oSmJjMHU3eVdaQl9jMEpWWUxHRHdwbS03amRUc3QyMURkcUFobjNIWW13VG1mWnhuam9PeUl2TVJMU080V0pKc2x2S0ZNODJDaUNmazgxOWItdUgtaENvc3NmbVZXUlpaa2xFRHJqa01CbnlGYTBBYnpkX3J0NE42OUtoWU9oeGdDRGRFbS0tU3hCeGE1WTN0YjV4OVRSLWM1RVhkMktBN2puclV6c1FaN1FPSFRjTDdkd3fSAcgBQVVfeXFMUHlFLXg0cUtiV2Y4QmlQdFN4dlkxdkNoS0JTeEtwUm13SkdFZGZGZV9HaklzWDNiLTAtVUEyak52cWRiVWJ4Q0FPUDYzbl9xQk05d2NCQV94S0tPaG1KZkU3d1VEcFk0bVBnaC1lZXZ3WVZyQ0d2aEF6YU5xNUN1VmhtTUVkdllDMWJzVkd1cF9TZUN0cTBJb3VTZ1dVLWhjOFN3VDZVaURwb2dVM2NJcnZKT0tvSDRVZ1dPMlhjMDFpLXhhTTF5T1A?oc=5,https://news.google.com/rss/articles/CBMiwwFBVV95cUxOVGxhWWFJUU9oSmJjMHU3eVdaQl9jMEpWWUxHRHdwbS03amRUc3QyMURkcUFobjNIWW13VG1mWnhuam9PeUl2TVJMU080V0pKc2x2S0ZNODJDaUNmazgxOWItdUgtaENvc3NmbVZXUlpaa2xFRHJqa01CbnlGYTBBYnpkX3J0NE42OUtoWU9oeGdDRGRFbS0tU3hCeGE1WTN0YjV4OVRSLWM1RVhkMktBN2puclV6c1FaN1FPSFRjTDdkd3fSAcgBQVVfeXFMUHlFLXg0cUtiV2Y4QmlQdFN4dlkxdkNoS0JTeEtwUm13SkdFZGZGZV9HaklzWDNiLTAtVUEyak52cWRiVWJ4Q0FPUDYzbl9xQk05d2NCQV94S0tPaG1KZkU3d1VEcFk0bVBnaC1lZXZ3WVZyQ0d2aEF6YU5xNUN1VmhtTUVkdllDMWJzVkd1cF9TZUN0cTBJb3VTZ1dVLWhjOFN3VDZVaURwb2dVM2NJcnZKT0tvSDRVZ1dPMlhjMDFpLXhhTTF5T1A?oc=5
T-2d18ce3f4793-02,T-2d18ce3f4793,,Sembcorp secures 150 MW firm renewable project from SJVN - ET EnergyWorld,SJVN,Unclassified,150.0,,renew,,,,,2025-11-11,2027-11-11,Press report - verify,news sweep,https://news.google.com/rss/articles/CBMiwwFBVV95cUxOVGxhWWFJUU9oSmJjMHU3eVdaQl9jMEpWWUxHRHdwbS03amRUc3QyMURkcUFobjNIWW13VG1mWnhuam9PeUl2TVJMU080V0pKc2x2S0ZNODJDaUNmazgxOWItdUgtaENvc3NmbVZXUlpaa2xFRHJqa01CbnlGYTBBYnpkX3J0NE42OUtoWU9oeGdDRGRFbS0tU3hCeGE1WTN0YjV4OVRSLWM1RVhkMktBN2puclV6c1FaN1FPSFRjTDdkd3fSAcgBQVVfeXFMUHlFLXg0cUtiV2Y4QmlQdFN4dlkxdkNoS0JTeEtwUm13SkdFZGZGZV9HaklzWDNiLTAtVUEyak52cWRiVWJ4Q0FPUDYzbl9xQk05d2NCQV94S0tPaG1KZkU3d1VEcFk0bVBnaC1lZXZ3WVZyQ0d2aEF6YU5xNUN1VmhtTUVkdllDMWJzVkd1cF9TZUN0cTBJb3VTZ1dVLWhjOFN3VDZVaURwb2dVM2NJcnZKT0tvSDRVZ1dPMlhjMDFpLXhhTTF5T1A?oc=5,https://news.google.com/rss/articles/CBMiwwFBVV95cUxOVGxhWWFJUU9oSmJjMHU3eVdaQl9jMEpWWUxHRHdwbS03amRUc3QyMURkcUFobjNIWW13VG1mWnhuam9PeUl2TVJMU080V0pKc2x2S0ZNODJDaUNmazgxOWItdUgtaENvc3NmbVZXUlpaa2xFRHJqa01CbnlGYTBBYnpkX3J0NE42OUtoWU9oeGdDRGRFbS0tU3hCeGE1WTN0YjV4OVRSLWM1RVhkMktBN2puclV6c1FaN1FPSFRjTDdkd3fSAcgBQVVfeXFMUHlFLXg0cUtiV2Y4QmlQdFN4dlkxdkNoS0JTeEtwUm13SkdFZGZGZV9HaklzWDNiLTAtVUEyak52cWRiVWJ4Q0FPUDYzbl9xQk05d2NCQV94S0tPaG1KZkU3d1VEcFk0bVBnaC1lZXZ3WVZyQ0d2aEF6YU5xNUN1VmhtTUVkdllDMWJzVkd1cF9TZUN0cTBJb3VTZ1dVLWhjOFN3VDZVaURwb2dVM2NJcnZKT0tvSDRVZ1dPMlhjMDFpLXhhTTF5T1A?oc=5
T-351318dfbbe8-01,T-351318dfbbe8,,BluPine Energy Bags 150 MW in SJVN’s FDRE Auction - Energetica India Magazine,SJVN,Unclassified,150.0,,BluPine,,150.0,,,2025-10-16,2027-10-16,Press report - verify,news sweep,https://news.google.com/rss/articles/CBMijwFBVV95cUxQdDBwVkhTSUxaRVJUcUhYWHk5VUxZekJhRldCOUlYLUZDY2ZobFdYMXM5LUhueXFoSkxWUE5hcDJDREJNNDZiMUpnN2djemZ3dDd6TVpGMU93SDNRQmNmVzBzSUhzZWR1T2RPaDBCZERacWlzejF2WUpwSUwxRDNHNjVIams0ckZKclNlMWxvaw?oc=5,https://news.google.com/rss/articles/CBMijwFBVV95cUxQdDBwVkhTSUxaRVJUcUhYWHk5VUxZekJhRldCOUlYLUZDY2ZobFdYMXM5LUhueXFoSkxWUE5hcDJDREJNNDZiMUpnN2djemZ3dDd6TVpGMU93SDNRQmNmVzBzSUhzZWR1T2RPaDBCZERacWlzejF2WUpwSUwxRDNHNjVIams0ckZKclNlMWxvaw?oc=5
T-97939a7d7f72-01,T-97939a7d7f72,,"NLC India, Adyant Secure SJVN Wind Project - Saur Energy",SJVN,Wind,,,NLC India,,,,,2025-03-05,2027-03-05,Press report - verify,news sweep,https://news.google.com/rss/articles/CBMijwFBVV95cUxQd2ZtYllwSXJPWERhWGpUcGRWcGVsOG1UWFhsaHNwc21sWG1DZGg4ZlJWMnJuazcxQm16X1BGZ0VmdzhMQ0JRYXZnbkJuUzVRcmdBNzBjSlNTaWJjVXhPODJ4ZTJXOFlUVkZPdnE4elUxdWd5WDdlZDJ1Z0M0MWk5UUU2QjhOOEhqU0FvMlRPcw?oc=5,https://news.google.com/rss/articles/CBMijwFBVV95cUxQd2ZtYllwSXJPWERhWGpUcGRWcGVsOG1UWFhsaHNwc21sWG1DZGg4ZlJWMnJuazcxQm16X1BGZ0VmdzhMQ0JRYXZnbkJuUzVRcmdBNzBjSlNTaWJjVXhPODJ4ZTJXOFlUVkZPdnE4elUxdWd5WDdlZDJ1Z0M0MWk5UUU2QjhOOEhqU0FvMlRPcw?oc=5
