Priority,Tender Agency,Tender Detail,Technology,Capacity MW,State,Winner Group,Winner SPV,Tariff,Expected COD,Months to COD,COD Basis,Confidence,Tender Ref No,Award Date,Source URL,Award URL
18,SECI,"Tata Power, Greenko, Torrent Win SECI’s 1,500 MW/12,000 MWh PSP Auction - Energetica India Magazine",Pumped Storage,1500.0,,Tata Power; Greenko; Torrent,,,2031-07-21,58,60 months from award (Pumped Storage),Press report - verify,,2026-07-21,https://news.google.com/rss/articles/CBMipgFBVV95cUxPMG1iZkRveFJvRlEwTVhtaWtqeXRmN1ZadkRBdXdsZDFNblhFc0ZTVWhfZ2VtcWx0RktodUxHYkJnanlyeUQyY1VzLVJBejZvd0MzM3ZYN2hQcnVZUXRwaFBaWm9CdEhlSFBtZGRQQVY5YWR6YTZRTEJ4WDF4UUdsU0ZFNEt4TlFTdV8yYnVodkZLR2lmbVZ3SVIyTW1qbE0yWHZJQUhB?oc=5,https://news.google.com/rss/articles/CBMipgFBVV95cUxPMG1iZkRveFJvRlEwTVhtaWtqeXRmN1ZadkRBdXdsZDFNblhFc0ZTVWhfZ2VtcWx0RktodUxHYkJnanlyeUQyY1VzLVJBejZvd0MzM3ZYN2hQcnVZUXRwaFBaWm9CdEhlSFBtZGRQQVY5YWR6YTZRTEJ4WDF4UUdsU0ZFNEt4TlFTdV8yYnVodkZLR2lmbVZ3SVIyTW1qbE0yWHZJQUhB?oc=5
19,SECI,"SECI Awards 1,344 MW Pumped Storage Capacity To Greenko, Tata Power, And Torrent After Competitive Auction - SolarQuarter",Pumped Storage,1344.0,,Greenko; Tata Power; Torrent,,,2031-07-21,58,60 months from award (Pumped Storage),Press report - verify,,2026-07-21,https://news.google.com/rss/articles/CBMi1wFBVV95cUxNZ0xiWWJZOThVejBNbXZ2SF9PTnNHZGRuam9HdXJzTWlXTnB1bzNlQWY3Zmg2TUtyazEwTHNld25DMmtjTGNkNEhWbk9OeWl4NkowSXY4WmVjU1ZFM0RKVy16LWlhR0J3aGFqX0tRelhhMXNER1dFY3FCS2Y3el8xMThzRmRhTXJ5ak1aeHpzMGNnX2FkRk1hTTlWNy0zWnVDbTNYRmhXRUJ2MlZCOEV0ZVRyWEZCa3BpcjFPNDFuZ04yc2NubVZEd3lUR0R0QnIxRlYtMlA4cw?oc=5,https://news.google.com/rss/articles/CBMi1wFBVV95cUxNZ0xiWWJZOThVejBNbXZ2SF9PTnNHZGRuam9HdXJzTWlXTnB1bzNlQWY3Zmg2TUtyazEwTHNld25DMmtjTGNkNEhWbk9OeWl4NkowSXY4WmVjU1ZFM0RKVy16LWlhR0J3aGFqX0tRelhhMXNER1dFY3FCS2Y3el8xMThzRmRhTXJ5ak1aeHpzMGNnX2FkRk1hTTlWNy0zWnVDbTNYRmhXRUJ2MlZCOEV0ZVRyWEZCa3BpcjFPNDFuZ04yc2NubVZEd3lUR0R0QnIxRlYtMlA4cw?oc=5
20,SJVN,"Reliance, SAEL, Jindal, Sembcorp, JBM, And Fastnote Win Big In SJVN’s 1,200 MW Solar Integrated With 600 MW/ 2,400 MWh ESS Auction - SolarQuarter",Solar,1200.0,,SAEL; Sembcorp,,,2027-05-09,8,24 months from award (Solar),Press report - verify,,2025-05-09,https://news.google.com/rss/articles/CBMi7wFBVV95cUxPWDgtY1V1UUdmX2pDTGpncDVabHhLVzB6bWhITG5JdnBFQXlDTDhGSmt0TXc4Y3lWaUxDZXJBQXN6NFlKcS1aX1JoYjRkR0xwVWxuZXAxT3R6RjFxYWxTOUlDR3JadmNpbzE5V0RsQTBPUzdKYk05MnFXRmVWU3RDNkpmUXhIS3RZeUh5emRrNGM3cks5XzBacTBmalZGa3Rnc0U5TWRPWDRfcVVnRXowb256dTFnY1pyZ0I1Z1lZMGV6ZjBwejlERDhqbXRqdzgtZkRNRXcxcEhuQW1KZmdoZVlPc21WRjFFamdxT2I2Zw?oc=5,https://news.google.com/rss/articles/CBMi7wFBVV95cUxPWDgtY1V1UUdmX2pDTGpncDVabHhLVzB6bWhITG5JdnBFQXlDTDhGSmt0TXc4Y3lWaUxDZXJBQXN6NFlKcS1aX1JoYjRkR0xwVWxuZXAxT3R6RjFxYWxTOUlDR3JadmNpbzE5V0RsQTBPUzdKYk05MnFXRmVWU3RDNkpmUXhIS3RZeUh5emRrNGM3cks5XzBacTBmalZGa3Rnc0U5TWRPWDRfcVVnRXowb256dTFnY1pyZ0I1Z1lZMGV6ZjBwejlERDhqbXRqdzgtZkRNRXcxcEhuQW1KZmdoZVlPc21WRjFFamdxT2I2Zw?oc=5
21,SJVN,"Reliance, Jindal, SAEL, Sembcorp, JBM, Hindustan Power Win SJVN’s 1200 MW Solar Plus ESS Auction - energetica-india.net",Solar,1200.0,,SAEL; Sembcorp,,,2027-05-12,8,24 months from award (Solar),Press report - verify,,2025-05-12,https://news.google.com/rss/articles/CBMixgFBVV95cUxOWTIwdUt1NEh4NFZYb3M4RFBjMXM3ZWxfbXFHdlVnU0JUbEpMRUlFWUdRanBmWm5GSWJLMkVrcTRXejlKWDd1bDl2SjJBZHF2NUZ1YVd6NXZrd0hDNlhPa3FiRTRlOWFBVnBzbl9ralRyRUp6OWRYbHc4M1M1MWt4V0E4d2taeVEyM1pzOEt2OUpyT0ljdExwaHNoeHA3ZWw0NmxqTTVQd05ha0JGUWRBUFNGaXBlejZNWWxUQXlFU295Vkp1alE?oc=5,https://news.google.com/rss/articles/CBMixgFBVV95cUxOWTIwdUt1NEh4NFZYb3M4RFBjMXM3ZWxfbXFHdlVnU0JUbEpMRUlFWUdRanBmWm5GSWJLMkVrcTRXejlKWDd1bDl2SjJBZHF2NUZ1YVd6NXZrd0hDNlhPa3FiRTRlOWFBVnBzbl9ralRyRUp6OWRYbHc4M1M1MWt4V0E4d2taeVEyM1pzOEt2OUpyT0ljdExwaHNoeHA3ZWw0NmxqTTVQd05ha0JGUWRBUFNGaXBlejZNWWxUQXlFU295Vkp1alE?oc=5
22,NHPC,"Reliance, PNC Infratech, SAEL, JBM and Navayuga Win NHPC’s 1,200 MW Solar Plus 600 MW ESS Auction - Energetica India Magazine",Solar,1200.0,,SAEL,,,2027-07-16,10,24 months from award (Solar),Press report - verify,,2025-07-16,https://news.google.com/rss/articles/CBMiyAFBVV95cUxPQ2FWVi16ckp1WnV5blAwOXBnWG1aOE5VdFY4azJuMUgtbzFjSVV6UmY0ZGgyX0kxZkVnQmJSaGZaWVpXcFdPM3kwMHFzLXIyU1FxTFh2LXdDdTY4a0tqRTBjZzhHOGZuTEh3RDFTalpJdnREazhwLXh3VjQzZnhtNGxOczdTTVM4WW9IUERYY0pPZjAwWXFhamw4Q1EyUDRmSkVBRmY5Wk1aZFN5UWxUcDNROVdkQjVUdThRSVAyTzhvMFBDSXU5UQ?oc=5,https://news.google.com/rss/articles/CBMiyAFBVV95cUxPQ2FWVi16ckp1WnV5blAwOXBnWG1aOE5VdFY4azJuMUgtbzFjSVV6UmY0ZGgyX0kxZkVnQmJSaGZaWVpXcFdPM3kwMHFzLXIyU1FxTFh2LXdDdTY4a0tqRTBjZzhHOGZuTEh3RDFTalpJdnREazhwLXh3VjQzZnhtNGxOczdTTVM4WW9IUERYY0pPZjAwWXFhamw4Q1EyUDRmSkVBRmY5Wk1aZFN5UWxUcDNROVdkQjVUdThRSVAyTzhvMFBDSXU5UQ?oc=5
23,NHPC,"NHPC Awards 1,200 MW Solar Projects With Storage; Reliance, JBM, PNC, SAEL & Navayuga Among Winners - SolarQuarter",Solar + Storage,1200.0,,SAEL,,,2027-07-16,10,24 months from award (Solar + Storage),Press report - verify,,2025-07-16,https://news.google.com/rss/articles/CBMiyAFBVV95cUxQWmM5RjdvdEdCdlFsVEF5QVIwSkpXTFVHZFVHdXlpVXNOWW54TEJkQmdaLUNyZmlLV0NvdmU4MWFxdlpLNXhyeTM0emVKSmcyb1JNMGx0MVd0WVJEZi1JS181MWxPYnJyaHRVbVRLTkFnbDlpVTZSNXVyQmdXTHo5a3NGRy0yTnZfX21NSkxOV2wtQ1VYbWxYcWdDZ3NEN3hhVGtXT3N5aXBSdW9BU1F4OXN2X2pLSU80dzN5UDRVRnJGS2M5TmJaNw?oc=5,https://news.google.com/rss/articles/CBMiyAFBVV95cUxQWmM5RjdvdEdCdlFsVEF5QVIwSkpXTFVHZFVHdXlpVXNOWW54TEJkQmdaLUNyZmlLV0NvdmU4MWFxdlpLNXhyeTM0emVKSmcyb1JNMGx0MVd0WVJEZi1JS181MWxPYnJyaHRVbVRLTkFnbDlpVTZSNXVyQmdXTHo5a3NGRy0yTnZfX21NSkxOV2wtQ1VYbWxYcWdDZ3NEN3hhVGtXT3N5aXBSdW9BU1F4OXN2X2pLSU80dzN5UDRVRnJGS2M5TmJaNw?oc=5
24,NHPC,"Reliance, SAEL, JBM, PNC, Navayuga Win NHPC’s 1.2 GW Solar Plus Storage Auction - Mercomindia.com",Solar + Storage,1200.0,,SAEL,,,2027-09-03,12,24 months from award (Solar + Storage),Press report - verify,,2025-09-03,https://news.google.com/rss/articles/CBMinwFBVV95cUxQZzhkbHc0aGVOVHR4RzY0elVLekRfSk1oNHc3STl3VWJaYmxsU0xzZHdNOXZNeTdubk5IdGdDT3dieVNpUXRlMTdGQ1hNbzQ1V0FmMC1Kdlh6ZnNtWWR0RG4yaHZKTWc3YnJZOXhhRXJPX0lZRC1oUi1RSVp0UHZ5RkJEcFM1eThmbDBBbmdFUndyQlRZTnpQX2xHVUpoXzg?oc=5,https://news.google.com/rss/articles/CBMinwFBVV95cUxQZzhkbHc0aGVOVHR4RzY0elVLekRfSk1oNHc3STl3VWJaYmxsU0xzZHdNOXZNeTdubk5IdGdDT3dieVNpUXRlMTdGQ1hNbzQ1V0FmMC1Kdlh6ZnNtWWR0RG4yaHZKTWc3YnJZOXhhRXJPX0lZRC1oUi1RSVp0UHZ5RkJEcFM1eThmbDBBbmdFUndyQlRZTnpQX2xHVUpoXzg?oc=5
25,SECI,RfS for Setting up of 1200 MW ISTS-connected Solar PV Power Projects with 600 MW/3600 MWh ESS in India (SECI-ISTS-XXI),Solar,1200.0,,ENGIE; NLC India; Rays Power,,,2028-01-09,16,24 months from award (Solar),Press report - verify,SECI/C&P/IPP/11/0006/25-26,2026-01-09,https://www.seci.co.in/tender-details/YmJz,https://news.google.com/rss/articles/CBMi5wFBVV95cUxPMXVXMk1IRE5iUURFdE9WT05vSTJ6cXluRm5nN2l6N1pZSm5Wbjg3S08wdDFGRm4zTmZYemQyQW05VWhjS2k1SjFZOUZoazlYQkZOU3dqUFA4QXB0WWNEYXAzQmRmX0FObkJaWW9Zb0hnYVI5cUZiXzM1Z0YwZHhKRmJ4SFNTd015c0F3TGs4MlpGX3ZzdDJhTXZtOEdsVWJkN19fVWRxS0U5UlF1TENqb0tmQ0FzWVVUa2EzUUlRY1luZTN6UlYtT0xtSXZZelJsTTNiNVE3bXlsWXJSRXZqVm9qSWdVYkU?oc=5
26,SECI,RfS for Setting up of 1200 MW ISTS-connected Solar PV Power Projects with 600 MW/3600 MWh ESS in India (SECI-ISTS-XXI),Solar,1200.0,,ENGIE; NLC India; Rays Power,,,2028-01-09,16,24 months from award (Solar),Press report - verify,SECI/C&P/IPP/11/0006/25-26,2026-01-09,https://www.seci.co.in/tender-details/YmJz,https://news.google.com/rss/articles/CBMi5wFBVV95cUxPMXVXMk1IRE5iUURFdE9WT05vSTJ6cXluRm5nN2l6N1pZSm5Wbjg3S08wdDFGRm4zTmZYemQyQW05VWhjS2k1SjFZOUZoazlYQkZOU3dqUFA4QXB0WWNEYXAzQmRmX0FObkJaWW9Zb0hnYVI5cUZiXzM1Z0YwZHhKRmJ4SFNTd015c0F3TGs4MlpGX3ZzdDJhTXZtOEdsVWJkN19fVWRxS0U5UlF1TENqb0tmQ0FzWVVUa2EzUUlRY1luZTN6UlYtT0xtSXZZelJsTTNiNVE3bXlsWXJSRXZqVm9qSWdVYkU?oc=5
27,NLC India,"ENGIE, NLC India, Rays Power & Oriana Bag SECI 1200 MW Solar With 6-Hr BESS Tender - Saur Energy",Solar + Storage,1200.0,,ENGIE; Rays Power; SECI,,,2028-01-09,16,24 months from award (Solar + Storage),Press report - verify,,2026-01-09,https://news.google.com/rss/articles/CBMizAFBVV95cUxNYXV1cGxJd1JXTE1ISllpalAyMzFkNUI4YV9zQ010dkhOeUZfLVJiN2hYblN2SktIVmlrbk5vcENmUXFDOTFDQjh2UllVWlItMjItMHgwc28tdmlNajNIZ09oSjEtZXlrd19wWFkzUXRhN3BNbjZqcG1rMzl1R2g1UHNSeC1zakt6Smw1NktFUWZ3TTUwUEVzcVlsSW1pZlZZaVpzVjVhUE1hSWJBUm5GdktfYWx1UUkxLXZ3THhlQUJucHJ5LXpycDB0R00?oc=5,https://news.google.com/rss/articles/CBMizAFBVV95cUxNYXV1cGxJd1JXTE1ISllpalAyMzFkNUI4YV9zQ010dkhOeUZfLVJiN2hYblN2SktIVmlrbk5vcENmUXFDOTFDQjh2UllVWlItMjItMHgwc28tdmlNajNIZ09oSjEtZXlrd19wWFkzUXRhN3BNbjZqcG1rMzl1R2g1UHNSeC1zakt6Smw1NktFUWZ3TTUwUEVzcVlsSW1pZlZZaVpzVjVhUE1hSWJBUm5GdktfYWx1UUkxLXZ3THhlQUJucHJ5LXpycDB0R00?oc=5
28,NLC India,"Engie, NLC, Rays Power Infra, Oriana Power Win SECI’s 1200 MW Solar Plus 3,600 MWh ESS Auction - Energetica India Magazine",Solar,1200.0,,Engie; Rays Power; SECI,,,2028-01-12,16,24 months from award (Solar),Press report - verify,,2026-01-12,https://news.google.com/rss/articles/CBMixgFBVV95cUxPeEM5YU43UWJjTGQ2OE5pLS1HaHVNdkpzNkNPcUdUVUhzN3JxSFdmWU5FODMwYUhXZ0w0eGRKbGdCNV9tQ1dzdEJ0RDc5OUhGdmY2VFk3bFQtMlVpNkJSV1V6R1MtMTllenlKNGNmYTZwZkpMN1NqWklDci1NVUx3eFZqZS1jTkhkUkFMdHJsS3NGZTN0WXFmcGNiRlZRQTJkTXNaZF9GajJNMFhlSm5RTk1ObG54a09rb1ZsYWJia1lJMVhMU0E?oc=5,https://news.google.com/rss/articles/CBMixgFBVV95cUxPeEM5YU43UWJjTGQ2OE5pLS1HaHVNdkpzNkNPcUdUVUhzN3JxSFdmWU5FODMwYUhXZ0w0eGRKbGdCNV9tQ1dzdEJ0RDc5OUhGdmY2VFk3bFQtMlVpNkJSV1V6R1MtMTllenlKNGNmYTZwZkpMN1NqWklDci1NVUx3eFZqZS1jTkhkUkFMdHJsS3NGZTN0WXFmcGNiRlZRQTJkTXNaZF9GajJNMFhlSm5RTk1ObG54a09rb1ZsYWJia1lJMVhMU0E?oc=5
29,SECI,RfS for Setting up of 1200 MW ISTS-Connected Wind Power Projects in India (SECI-Tranche-XIX),Wind,1200.0,,Waaree; KP Energy; Vena Energy,,,2028-02-05,17,24 months from award (Wind),Press report - verify,SECI/C&P/IPP/12/0013/25-26,2026-02-05,https://www.seci.co.in/tender-details/YmB1,https://news.google.com/rss/articles/CBMiywFBVV95cUxPRUh3ejNCaUhzWHQ0Wk8wSTFIb2pZTmRrd3FhYk5rNGRfcG5fTVYwbHNOd2lKelpQVUREMXFXaVhhYVRSNExVc2JTMDlHRXdWQUdMTUZabDRkaGdSc1FidF9iNVdxMHF0U1U2NTQ5Mlg1UEp2QUZEZ2lWWHZ2c216MTI3anU3eDRMcENUV2ZqdkszV1RDS2Y3aTA1WGF4UEhrX0Z6MkhldUVHaUFneHpYOEQ4OF9URk1PUHVRT0l2NnFjNXFjVmtHdWZvMNIB0AFBVV95cUxNS2ZmakVoY1dXMjdfY21KMHFiN2ZrOHRsQVBoWVZhUGQtWGJORWFrMk5QcWJyenJlVG84Rl83OTkxTmNPZUNKdXd0TG9vN29tVGZ5YmFZbUNGYUJ0elhwRlJKSVNyVXFtbllULVRYWVp4Wm10M1hERWFGWXNIQy1FYW12WHFFcjZzTUJZay1Zd21ReDhSaldQRnZWZlBRT0E1YzJpdll1ME82N3hsLWI5SjhlT3RlNnd0TVp6VTJnTnFmSUFZb3JBNnpyNm1qTjlm?oc=5
30,SECI,RfS for Setting up of 1200 MW ISTS-Connected Wind Power Projects in India (SECI-Tranche-XIX),Wind,1200.0,,Waaree; KP Energy; Vena Energy,,,2028-02-05,17,24 months from award (Wind),Press report - verify,SECI/C&P/IPP/12/0013/25-26,2026-02-05,https://www.seci.co.in/tender-details/YmB1,https://news.google.com/rss/articles/CBMiywFBVV95cUxPRUh3ejNCaUhzWHQ0Wk8wSTFIb2pZTmRrd3FhYk5rNGRfcG5fTVYwbHNOd2lKelpQVUREMXFXaVhhYVRSNExVc2JTMDlHRXdWQUdMTUZabDRkaGdSc1FidF9iNVdxMHF0U1U2NTQ5Mlg1UEp2QUZEZ2lWWHZ2c216MTI3anU3eDRMcENUV2ZqdkszV1RDS2Y3aTA1WGF4UEhrX0Z6MkhldUVHaUFneHpYOEQ4OF9URk1PUHVRT0l2NnFjNXFjVmtHdWZvMNIB0AFBVV95cUxNS2ZmakVoY1dXMjdfY21KMHFiN2ZrOHRsQVBoWVZhUGQtWGJORWFrMk5QcWJyenJlVG84Rl83OTkxTmNPZUNKdXd0TG9vN29tVGZ5YmFZbUNGYUJ0elhwRlJKSVNyVXFtbllULVRYWVp4Wm10M1hERWFGWXNIQy1FYW12WHFFcjZzTUJZay1Zd21ReDhSaldQRnZWZlBRT0E1YzJpdll1ME82N3hsLWI5SjhlT3RlNnd0TVp6VTJnTnFmSUFZb3JBNnpyNm1qTjlm?oc=5
31,SECI,"KP Energy, Waaree, Zelestra, Purvah Green Among Winners in SECI’s 1,200 MW Wind Power Auction - Energetica India Magazine",Wind,1200.0,,KP Energy; Waaree; Purvah Green,,,2028-02-05,17,24 months from award (Wind),Press report - verify,,2026-02-05,https://news.google.com/rss/articles/CBMixAFBVV95cUxONVlGN2NBUnV4UXlKVm1WYWFLa1VuT1hQUDRFdTZaNWVoSUtvVnVodXd4U2JqMVFaQUV2N0liVXNqd0k0cjVfZU0zOV9pcmNJZ1ZyZ1RvWHotLXZzSlRONjA1ZVNqVW1acFl6LTJqR1RJSEdDTjRWejFYM0lRRHZDR2NLM2tjNjAzMjY4cUFXSWdsTl9SUFpaM2dqV3o3SVVJUmpNRFJLMUNZZFJhMVFwbWwyRmhJTl94enp1TzFwSTBqMkQ2?oc=5,https://news.google.com/rss/articles/CBMixAFBVV95cUxONVlGN2NBUnV4UXlKVm1WYWFLa1VuT1hQUDRFdTZaNWVoSUtvVnVodXd4U2JqMVFaQUV2N0liVXNqd0k0cjVfZU0zOV9pcmNJZ1ZyZ1RvWHotLXZzSlRONjA1ZVNqVW1acFl6LTJqR1RJSEdDTjRWejFYM0lRRHZDR2NLM2tjNjAzMjY4cUFXSWdsTl9SUFpaM2dqV3o3SVVJUmpNRFJLMUNZZFJhMVFwbWwyRmhJTl94enp1TzFwSTBqMkQ2?oc=5
32,SECI,"SECI Awards 1.2 GW/4.8 GWh FDRE-VII Peak Power Tender To Serentica Renewables, Adyant Enerso, AMPIN Energy, And ACME Solar - solarquarter.com",Solar,1200.0,,Serentica; Renew; AMPIN Energy; ACME Solar,,,2028-02-06,17,24 months from award (Solar),Press report - verify,,2026-02-06,https://news.google.com/rss/articles/CBMi4gFBVV95cUxNVDNZY3dONm1qaW95LUJQM3Z2NlY2bVVfc3lKZ19DVHZfRDhXcVZ1V1BBdnBWc0V3dWkwUW10YWFOa1ktWE5EOXowSEVqWDlKaFBVSkR3eEpHWi14S0h1dWtrcjhqWThFSXVpcktzSTNIclNucjN3VGpnM05XVzJEZThGX2xTbkFHZTQ5bW9wU0w0akJGVDVFYlhiUVVzd0doaG9UVG1fOUllZDNJNW1OY1JLejk5ZEJKVC1MM3JIeUl1QTR6cjkyQTlua3hkekpfdVo3TlVCUDFDMklnczB5VjhB?oc=5,https://news.google.com/rss/articles/CBMi4gFBVV95cUxNVDNZY3dONm1qaW95LUJQM3Z2NlY2bVVfc3lKZ19DVHZfRDhXcVZ1V1BBdnBWc0V3dWkwUW10YWFOa1ktWE5EOXowSEVqWDlKaFBVSkR3eEpHWi14S0h1dWtrcjhqWThFSXVpcktzSTNIclNucjN3VGpnM05XVzJEZThGX2xTbkFHZTQ5bW9wU0w0akJGVDVFYlhiUVVzd0doaG9UVG1fOUllZDNJNW1OY1JLejk5ZEJKVC1MM3JIeUl1QTR6cjkyQTlua3hkekpfdVo3TlVCUDFDMklnczB5VjhB?oc=5
33,SECI,SECI concludes 1.2 GW/4.8 GWh renewables-plus-storage tender at $0.07/kWh - ess-news.com,Unclassified,1200.0,,renew,,,2028-02-06,17,24 months from award (default),Press report - verify,,2026-02-06,https://news.google.com/rss/articles/CBMirgFBVV95cUxQOUgwSkFPWl9UX0VLTU85S2FUSEJMd2Q5SkZzU3dNdUM0MEFjSEdrenFWQUpoWTM2bE42TGxfQm95cDd6dE5VVDNEWTVobTBvSDM0LU1jbUo4Ym9NNUx6WDlmWGxwYTRqRjdveF9SazVFNXNtRGZFRWk0NmZraENwSktDNEZVd3ZRYnJjOWF6d1pkQWZLNHdERTdxZ01sQWVSZlloUDJtTGFEaDI4TWc?oc=5,https://news.google.com/rss/articles/CBMirgFBVV95cUxQOUgwSkFPWl9UX0VLTU85S2FUSEJMd2Q5SkZzU3dNdUM0MEFjSEdrenFWQUpoWTM2bE42TGxfQm95cDd6dE5VVDNEWTVobTBvSDM0LU1jbUo4Ym9NNUx6WDlmWGxwYTRqRjdveF9SazVFNXNtRGZFRWk0NmZraENwSktDNEZVd3ZRYnJjOWF6d1pkQWZLNHdERTdxZ01sQWVSZlloUDJtTGFEaDI4TWc?oc=5
34,NHPC,NHPC Awards 1.2 GW Jalaun Solar Park Project At ₹2.73/kWh To Coal India And NLC India Renewables - SolarQuarter,Solar,1200.0,,NLC India; Renew,,,2028-07-02,22,24 months from award (Solar),Press report - verify,,2026-07-02,https://news.google.com/rss/articles/CBMi2AFBVV95cUxPNjVrVktSeUhnMndQWnJGTm5VWldHbG5pc2FsbTJaZmExdjh4TGdydHBiXy1KYWo2RElNM1ozNFJzblppNjdJN25mX1FXNXg4Sm83TU9MYk1ZUHQxOWw0R1J0RDRqRVVta3VqcjhLd3BpSEV2cVdTdWtuU0ViaVhPR1BveUdkM3A4RXdSSEVXMXVJdkl5WWRtMTUtWEg0RmptRVBlblFLaU5hZi1iYVdpRW5lZHp3V1N2QWpEUzk1RGhsWTk0QUZxUXZGS0ZCX3BCQlhvSmtVMno?oc=5,https://news.google.com/rss/articles/CBMi2AFBVV95cUxPNjVrVktSeUhnMndQWnJGTm5VWldHbG5pc2FsbTJaZmExdjh4TGdydHBiXy1KYWo2RElNM1ozNFJzblppNjdJN25mX1FXNXg4Sm83TU9MYk1ZUHQxOWw0R1J0RDRqRVVta3VqcjhLd3BpSEV2cVdTdWtuU0ViaVhPR1BveUdkM3A4RXdSSEVXMXVJdkl5WWRtMTUtWEg0RmptRVBlblFLaU5hZi1iYVdpRW5lZHp3V1N2QWpEUzk1RGhsWTk0QUZxUXZGS0ZCX3BCQlhvSmtVMno?oc=5
35,NHPC,"Coal India, NLC India Renewables Win NHPC’s 1,200 MW Solar Auction in Uttar Pradesh - Energetica India Magazine",Solar,1200.0,Uttar Pradesh,NLC India; Renew,,,2028-07-04,22,24 months from award (Solar),Press report - verify,,2026-07-04,https://news.google.com/rss/articles/CBMiugFBVV95cUxNQ3lpeGJXclUwN3g3QUVBOU5BcVlhQVdoVUNXd2dMcUpQaG9kTXMtSHlqWjhIRTl5MDI1ZzBQUEFsbWpUcDhkUFdRWTZ2c3NwWUUzaF9McTJWWG84TXM0eTVzaElrQUplR083bGVRSXRQNUx2TzA2YkxDZ090a1AwUXlXM3pfdmpvWl85eXNva2YzeHdrV1BkSml1U2RyYmZWZ21NNGJLQUhYN0QzUWVJNWhUNnJLbFNndEE?oc=5,https://news.google.com/rss/articles/CBMiugFBVV95cUxNQ3lpeGJXclUwN3g3QUVBOU5BcVlhQVdoVUNXd2dMcUpQaG9kTXMtSHlqWjhIRTl5MDI1ZzBQUEFsbWpUcDhkUFdRWTZ2c3NwWUUzaF9McTJWWG84TXM0eTVzaElrQUplR083bGVRSXRQNUx2TzA2YkxDZ090a1AwUXlXM3pfdmpvWl85eXNva2YzeHdrV1BkSml1U2RyYmZWZ21NNGJLQUhYN0QzUWVJNWhUNnJLbFNndEE?oc=5
36,UPPCL,"NTPC Green Energy bags 1,000 MW solar project in UPPCL auction, signs PPA at Rs 2.56/kWh - financialexpress.com",Solar,1000.0,,NTPC Green,,,2027-06-05,9,24 months from award (Solar),Press report - verify,,2025-06-05,https://news.google.com/rss/articles/CBMi3gFBVV95cUxOZ1lnMGJxaXFIU2pNREdyTXJDeXl4YzZOblZtQmY1dUJKQXFyRm51Y1RDRm5qU3RJSHk5cGNQeWt5ekFJb09zazE3OVB5TksycFBHZDFFVmpIcVVfalZWZ0EzbkMyMWNwMWxIZUxnTlV3dzlmem9tXzNHV1RlTzFzVUNCNkZNbkdhZEVLS29OUVhkNWtNdlYxTk1yd3Z6R29zUnIweGdIcG1YcDFUZkp0bHpRQnlYQlJiZjhvWWFMc1UxaUNnWVFNU09ZWnd3WGRod0lCMEVrbm1ZcC1XMnfSAeQBQVVfeXFMUG5tLWJwaEE0OXdVMXJYSUo1dGZxUTUwVi1HUjNFZTVfOXhmSEtTZHhjcFBmaWk5VUNKeTVkQWNRVTc5dHpuZHJTc3pTTFYwRXF1Wm5zWGEtS2l4QzI0d2swbEpEWFlpN21xYUxwLUZqQ0VSX24waWRiOEFvamY2ZXlPTlIwSU03MEZYUmJ0TENVaFRqRmlNSFZzbVdEQ3VLOEhsandpM0gwdGVLUXZjQU5sQkVzNU15Y3JGeExBM0ROa2cxTm9MbjFGRjQ5OS1EaVVMSmJMeGFDR1pWeFFZQnJfU2Fw?oc=5,https://news.google.com/rss/articles/CBMi3gFBVV95cUxOZ1lnMGJxaXFIU2pNREdyTXJDeXl4YzZOblZtQmY1dUJKQXFyRm51Y1RDRm5qU3RJSHk5cGNQeWt5ekFJb09zazE3OVB5TksycFBHZDFFVmpIcVVfalZWZ0EzbkMyMWNwMWxIZUxnTlV3dzlmem9tXzNHV1RlTzFzVUNCNkZNbkdhZEVLS29OUVhkNWtNdlYxTk1yd3Z6R29zUnIweGdIcG1YcDFUZkp0bHpRQnlYQlJiZjhvWWFMc1UxaUNnWVFNU09ZWnd3WGRod0lCMEVrbm1ZcC1XMnfSAeQBQVVfeXFMUG5tLWJwaEE0OXdVMXJYSUo1dGZxUTUwVi1HUjNFZTVfOXhmSEtTZHhjcFBmaWk5VUNKeTVkQWNRVTc5dHpuZHJTc3pTTFYwRXF1Wm5zWGEtS2l4QzI0d2swbEpEWFlpN21xYUxwLUZqQ0VSX24waWRiOEFvamY2ZXlPTlIwSU03MEZYUmJ0TENVaFRqRmlNSFZzbVdEQ3VLOEhsandpM0gwdGVLUXZjQU5sQkVzNU15Y3JGeExBM0ROa2cxTm9MbjFGRjQ5OS1EaVVMSmJMeGFDR1pWeFFZQnJfU2Fw?oc=5
